id,external_id,name,category,subcategory,article_type,gender,base_color,season,usage,image_url,tags,price_range,style_score,brand,price,year
773,773,Uniqlo Skirts 773,Bottomwear,Skirts,Skirts,Women,Orange,Fall,Travel,https://images.pexels.com/photos/1000772/pexels-photo-1000772.jpeg?auto=compress&cs=tinysrgb&w=400,"['travel', 'bottomwear', 'fall', 'orange', 'skirts']",mid,0.75,Uniqlo,84.27215456772572,2021
774,774,Forever 21 Belts 774,Accessories,Belts,Belts,Men,Red,Winter,Party,https://images.pexels.com/photos/1000773/pexels-photo-1000773.jpeg?auto=compress&cs=tinysrgb&w=400,"['bright', 'accessories', 'belts', 'warm', 'red', 'winter', 'party']",high,0.53,Forever 21,157.24035809505222,2021
775,775,Mango Leggings 775,Bottomwear,Leggings,Leggings,Unisex,Grey,Winter,Sports,https://images.pexels.com/photos/1000774/pexels-photo-1000774.jpeg?auto=compress&cs=tinysrgb&w=400,"['neutral', 'grey', 'bottomwear', 'leggings', 'winter', 'sports']",mid,0.43,Mango,101.61233510455286,2024
776,776,Levi's Boots 776,Footwear,Boots,Boots,Men,Red,Fall,Sports,https://images.pexels.com/photos/1000775/pexels-photo-1000775.jpeg?auto=compress&cs=tinysrgb&w=400,"['bright', 'fall', 'boots', 'warm', 'red', 'footwear', 'sports']",mid,0.59,Levi's,67.99599330373846,2022
777,777,Gap Lounge Sets 777,Loungewear,Lounge Sets,Lounge Sets,Women,Maroon,Winter,Ethnic,https://images.pexels.com/photos/1000776/pexels-photo-1000776.jpeg?auto=compress&cs=tinysrgb&w=400,"['lounge sets', 'winter', 'maroon', 'loungewear', 'ethnic']",low,0.57,Gap,24.884373064408088,2024
778,778,Tommy Hilfiger Belts 778,Accessories,Belts,Belts,Unisex,Pink,Summer,Sports,https://images.pexels.com/photos/1000777/pexels-photo-1000777.jpeg?auto=compress&cs=tinysrgb&w=400,"['accessories', 'feminine', 'belts', 'pink', 'warm', 'sports', 'summer']",mid,0.57,Tommy Hilfiger,87.53270580139002,2023
779,779,Calvin Klein Sweaters 779,Topwear,Sweaters,Sweaters,Unisex,Pink,Summer,Work,https://images.pexels.com/photos/1000778/pexels-photo-1000778.jpeg?auto=compress&cs=tinysrgb&w=400,"['feminine', 'pink', 'topwear', 'warm', 'sweaters', 'work', 'summer']",mid,0.77,Calvin Klein,58.334050631915375,2024
780,780,Puma Hoodies 780,Topwear,Hoodies,Hoodies,Women,Yellow,Winter,Formal,https://images.pexels.com/photos/1000779/pexels-photo-1000779.jpeg?auto=compress&cs=tinysrgb&w=400,"['formal', 'hoodies', 'topwear', 'yellow', 'winter']",mid,0.61,Puma,58.52936165570997,2024
781,781,H&M Shorts 781,Bottomwear,Shorts,Shorts,Men,Navy,Winter,Work,https://images.pexels.com/photos/1000780/pexels-photo-1000780.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'shorts', 'blue', 'bottomwear', 'navy', 'work', 'winter']",mid,0.79,H&M,66.37260716518122,2021
782,782,Zara Lounge Sets 782,Loungewear,Lounge Sets,Lounge Sets,Unisex,Maroon,Fall,Work,https://images.pexels.com/photos/1000781/pexels-photo-1000781.jpeg?auto=compress&cs=tinysrgb&w=400,"['fall', 'work', 'lounge sets', 'maroon', 'loungewear']",mid,0.93,Zara,136.64858109536345,2023
783,783,Nike Sunglasses 783,Accessories,Sunglasses,Sunglasses,Women,Beige,Winter,Ethnic,https://images.pexels.com/photos/1000782/pexels-photo-1000782.jpeg?auto=compress&cs=tinysrgb&w=400,"['accessories', 'sunglasses', 'winter', 'beige', 'ethnic']",mid,0.79,Nike,60.96340123526392,2020
784,784,Adidas Sunglasses 784,Accessories,Sunglasses,Sunglasses,Women,Brown,Spring,Party,https://images.pexels.com/photos/1000783/pexels-photo-1000783.jpeg?auto=compress&cs=tinysrgb&w=400,"['accessories', 'sunglasses', 'brown', 'party', 'spring']",mid,0.89,Adidas,123.16266610210197,2020
785,785,Uniqlo Lounge Sets 785,Loungewear,Lounge Sets,Lounge Sets,Women,Yellow,Winter,Casual,https://images.pexels.com/photos/1000784/pexels-photo-1000784.jpeg?auto=compress&cs=tinysrgb&w=400,"['casual', 'yellow', 'lounge sets', 'winter', 'loungewear']",mid,0.83,Uniqlo,119.08445961289829,2020
786,786,Forever 21 Pajamas 786,Loungewear,Pajamas,Pajamas,Unisex,Orange,Summer,Casual,https://images.pexels.com/photos/1000785/pexels-photo-1000785.jpeg?auto=compress&cs=tinysrgb&w=400,"['casual', 'orange', 'pajamas', 'summer', 'loungewear']",high,0.7,Forever 21,194.17667024858295,2023
787,787,Mango Shorts 787,Bottomwear,Shorts,Shorts,Women,Yellow,Spring,Formal,https://images.pexels.com/photos/1000786/pexels-photo-1000786.jpeg?auto=compress&cs=tinysrgb&w=400,"['formal', 'shorts', 'bottomwear', 'yellow', 'spring']",mid,0.78,Mango,99.6253561627994,2020
788,788,Levi's Lounge Sets 788,Loungewear,Lounge Sets,Lounge Sets,Men,Pink,Winter,Sports,https://images.pexels.com/photos/1000787/pexels-photo-1000787.jpeg?auto=compress&cs=tinysrgb&w=400,"['feminine', 'pink', 'warm', 'winter', 'lounge sets', 'sports', 'loungewear']",mid,0.46,Levi's,109.553017455095,2022
789,789,Gap Belts 789,Accessories,Belts,Belts,Unisex,Navy,Winter,Travel,https://images.pexels.com/photos/1000788/pexels-photo-1000788.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'accessories', 'blue', 'travel', 'belts', 'navy', 'winter']",mid,0.53,Gap,77.37495594901772,2023
790,790,Tommy Hilfiger Robes 790,Loungewear,Robes,Robes,Women,Teal,Winter,Party,https://images.pexels.com/photos/1000789/pexels-photo-1000789.jpeg?auto=compress&cs=tinysrgb&w=400,"['teal', 'party', 'robes', 'winter', 'loungewear']",high,0.41,Tommy Hilfiger,198.016078197139,2021
791,791,Calvin Klein Nightgowns 791,Loungewear,Nightgowns,Nightgowns,Men,Blue,Spring,Party,https://images.pexels.com/photos/1000790/pexels-photo-1000790.jpeg?auto=compress&cs=tinysrgb&w=400,"['blue', 'cool', 'loungewear', 'party', 'spring', 'nightgowns']",mid,0.55,Calvin Klein,108.18535702020934,2022
792,792,Puma Shorts 792,Bottomwear,Shorts,Shorts,Men,Navy,Fall,Ethnic,https://images.pexels.com/photos/1000791/pexels-photo-1000791.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'shorts', 'blue', 'bottomwear', 'fall', 'navy', 'ethnic']",mid,0.48,Puma,70.50039337505147,2021
793,793,H&M Shorts 793,Bottomwear,Shorts,Shorts,Unisex,White,All,Travel,https://images.pexels.com/photos/1000792/pexels-photo-1000792.jpeg?auto=compress&cs=tinysrgb&w=400,"['light', 'shorts', 'neutral', 'travel', 'bottomwear', 'all', 'white']",low,0.84,H&M,42.76512374183366,2020
794,794,Zara Watches 794,Accessories,Watches,Watches,Unisex,Black,All,Sports,https://images.pexels.com/photos/1000793/pexels-photo-1000793.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'accessories', 'neutral', 'black', 'watches', 'all', 'sports']",low,0.77,Zara,41.24542856431049,2022
795,795,Nike Formal Shoes 795,Footwear,Formal Shoes,Formal Shoes,Unisex,Pink,Fall,Party,https://images.pexels.com/photos/1000794/pexels-photo-1000794.jpeg?auto=compress&cs=tinysrgb&w=400,"['feminine', 'pink', 'fall', 'warm', 'formal shoes', 'footwear', 'party']",mid,0.74,Nike,106.15115011291697,2023
796,796,Adidas Bras 796,Innerwear,Bras,Bras,Women,Orange,Winter,Travel,https://images.pexels.com/photos/1000795/pexels-photo-1000795.jpeg?auto=compress&cs=tinysrgb&w=400,"['travel', 'innerwear', 'orange', 'bras', 'winter']",mid,0.63,Adidas,94.01570799338755,2022
797,797,Uniqlo Mini Dress 797,Dress,Mini Dress,Mini Dress,Women,Maroon,Spring,Ethnic,https://images.pexels.com/photos/1000796/pexels-photo-1000796.jpeg?auto=compress&cs=tinysrgb&w=400,"['maroon', 'dress', 'mini dress', 'spring', 'ethnic']",mid,0.73,Uniqlo,116.27880184679427,2020
798,798,Forever 21 Formal Dress 798,Dress,Formal Dress,Formal Dress,Women,Green,Summer,Travel,https://images.pexels.com/photos/1000797/pexels-photo-1000797.jpeg?auto=compress&cs=tinysrgb&w=400,"['green', 'travel', 'formal dress', 'cool', 'dress', 'summer']",high,0.66,Forever 21,157.6256282501404,2023
799,799,Mango Hoodies 799,Topwear,Hoodies,Hoodies,Unisex,Black,Summer,Travel,https://images.pexels.com/photos/1000798/pexels-photo-1000798.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'neutral', 'travel', 'hoodies', 'topwear', 'black', 'summer']",high,0.69,Mango,156.22844320530032,2021
800,800,Levi's Shapewear 800,Innerwear,Shapewear,Shapewear,Unisex,Teal,Summer,Party,https://images.pexels.com/photos/1000799/pexels-photo-1000799.jpeg?auto=compress&cs=tinysrgb&w=400,"['teal', 'shapewear', 'innerwear', 'party', 'summer']",mid,0.63,Levi's,74.27099622879535,2022
801,801,Gap Sandals 801,Footwear,Sandals,Sandals,Women,Grey,All,Formal,https://images.pexels.com/photos/1000800/pexels-photo-1000800.jpeg?auto=compress&cs=tinysrgb&w=400,"['formal', 'neutral', 'grey', 'sandals', 'footwear', 'all']",mid,0.71,Gap,115.48847942707276,2021
802,802,Tommy Hilfiger Sunglasses 802,Accessories,Sunglasses,Sunglasses,Men,Yellow,Summer,Formal,https://images.pexels.com/photos/1000801/pexels-photo-1000801.jpeg?auto=compress&cs=tinysrgb&w=400,"['accessories', 'formal', 'sunglasses', 'yellow', 'summer']",mid,0.82,Tommy Hilfiger,68.65845135609888,2023
803,803,Calvin Klein Watches 803,Accessories,Watches,Watches,Women,Maroon,Winter,Party,https://images.pexels.com/photos/1000802/pexels-photo-1000802.jpeg?auto=compress&cs=tinysrgb&w=400,"['accessories', 'party', 'watches', 'winter', 'maroon']",low,0.45,Calvin Klein,41.11432614608745,2022
804,804,Puma Culottes 804,Bottomwear,Culottes,Culottes,Men,Brown,All,Sports,https://images.pexels.com/photos/1000803/pexels-photo-1000803.jpeg?auto=compress&cs=tinysrgb&w=400,"['bottomwear', 'brown', 'all', 'culottes', 'sports']",low,0.54,Puma,46.066344906107595,2022
805,805,H&M Shapewear 805,Innerwear,Shapewear,Shapewear,Unisex,Red,All,Formal,https://images.pexels.com/photos/1000804/pexels-photo-1000804.jpeg?auto=compress&cs=tinysrgb&w=400,"['bright', 'formal', 'shapewear', 'innerwear', 'warm', 'red', 'all']",mid,0.86,H&M,78.97339467857212,2020
806,806,Zara Camisoles 806,Innerwear,Camisoles,Camisoles,Men,Navy,Spring,Casual,https://images.pexels.com/photos/1000805/pexels-photo-1000805.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'blue', 'innerwear', 'camisoles', 'casual', 'navy', 'spring']",low,0.91,Zara,26.307321168191432,2024
807,807,Nike Watches 807,Accessories,Watches,Watches,Unisex,Blue,All,Travel,https://images.pexels.com/photos/1000806/pexels-photo-1000806.jpeg?auto=compress&cs=tinysrgb&w=400,"['accessories', 'blue', 'travel', 'cool', 'watches', 'all']",high,0.78,Nike,186.94787639624914,2020
808,808,Adidas Formal Dress 808,Dress,Formal Dress,Formal Dress,Men,Maroon,Winter,Party,https://images.pexels.com/photos/1000807/pexels-photo-1000807.jpeg?auto=compress&cs=tinysrgb&w=400,"['formal dress', 'party', 'dress', 'winter', 'maroon']",mid,0.6,Adidas,121.61985979674137,2022
809,809,Uniqlo Culottes 809,Bottomwear,Culottes,Culottes,Women,Black,Summer,Formal,https://images.pexels.com/photos/1000808/pexels-photo-1000808.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'neutral', 'formal', 'bottomwear', 'black', 'culottes', 'summer']",mid,0.96,Uniqlo,142.55631047840367,2022
810,810,Forever 21 Watches 810,Accessories,Watches,Watches,Unisex,Brown,Fall,Travel,https://images.pexels.com/photos/1000809/pexels-photo-1000809.jpeg?auto=compress&cs=tinysrgb&w=400,"['accessories', 'travel', 'fall', 'brown', 'watches']",high,0.5,Forever 21,164.37577807822655,2021
811,811,Mango Shirts 811,Topwear,Shirts,Shirts,Women,Purple,All,Work,https://images.pexels.com/photos/1000810/pexels-photo-1000810.jpeg?auto=compress&cs=tinysrgb&w=400,"['shirts', 'purple', 'cool', 'topwear', 'work', 'all']",mid,0.65,Mango,63.68663700927351,2022
812,812,Levi's Sunglasses 812,Accessories,Sunglasses,Sunglasses,Women,Orange,All,Travel,https://images.pexels.com/photos/1000811/pexels-photo-1000811.jpeg?auto=compress&cs=tinysrgb&w=400,"['accessories', 'travel', 'sunglasses', 'orange', 'all']",mid,0.7,Levi's,142.11875847168443,2022
813,813,Gap Formal Dress 813,Dress,Formal Dress,Formal Dress,Men,Blue,Spring,Casual,https://images.pexels.com/photos/1000812/pexels-photo-1000812.jpeg?auto=compress&cs=tinysrgb&w=400,"['blue', 'formal dress', 'casual', 'cool', 'dress', 'spring']",high,0.68,Gap,188.78394078969237,2021
814,814,Tommy Hilfiger Bras 814,Innerwear,Bras,Bras,Unisex,Blue,All,Sports,https://images.pexels.com/photos/1000813/pexels-photo-1000813.jpeg?auto=compress&cs=tinysrgb&w=400,"['blue', 'innerwear', 'cool', 'all', 'bras', 'sports']",low,0.54,Tommy Hilfiger,35.89764916694749,2020
815,815,Calvin Klein Robes 815,Loungewear,Robes,Robes,Women,Orange,Spring,Ethnic,https://images.pexels.com/photos/1000814/pexels-photo-1000814.jpeg?auto=compress&cs=tinysrgb&w=400,"['orange', 'robes', 'spring', 'loungewear', 'ethnic']",mid,0.64,Calvin Klein,110.45096828330193,2021
816,816,Puma Culottes 816,Bottomwear,Culottes,Culottes,Women,Brown,Summer,Party,https://images.pexels.com/photos/1000815/pexels-photo-1000815.jpeg?auto=compress&cs=tinysrgb&w=400,"['bottomwear', 'brown', 'culottes', 'party', 'summer']",high,0.52,Puma,176.25430633001295,2023
817,817,H&M Shapewear 817,Innerwear,Shapewear,Shapewear,Men,Navy,Spring,Travel,https://images.pexels.com/photos/1000816/pexels-photo-1000816.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'blue', 'travel', 'shapewear', 'innerwear', 'navy', 'spring']",mid,0.74,H&M,71.56327401347849,2023
818,818,Zara Flats 818,Footwear,Flats,Flats,Men,Teal,All,Ethnic,https://images.pexels.com/photos/1000817/pexels-photo-1000817.jpeg?auto=compress&cs=tinysrgb&w=400,"['teal', 'flats', 'all', 'footwear', 'ethnic']",mid,0.7,Zara,126.57457379740407,2024
819,819,Nike Formal Shoes 819,Footwear,Formal Shoes,Formal Shoes,Men,Beige,Fall,Work,https://images.pexels.com/photos/1000818/pexels-photo-1000818.jpeg?auto=compress&cs=tinysrgb&w=400,"['fall', 'formal shoes', 'work', 'footwear', 'beige']",high,0.88,Nike,163.89972411692767,2020
820,820,Adidas Sandals 820,Footwear,Sandals,Sandals,Unisex,Red,All,Work,https://images.pexels.com/photos/1000819/pexels-photo-1000819.jpeg?auto=compress&cs=tinysrgb&w=400,"['bright', 'warm', 'red', 'sandals', 'footwear', 'work', 'all']",mid,0.96,Adidas,115.28273181461388,2022
821,821,Uniqlo Mini Dress 821,Dress,Mini Dress,Mini Dress,Men,Orange,Fall,Formal,https://images.pexels.com/photos/1000820/pexels-photo-1000820.jpeg?auto=compress&cs=tinysrgb&w=400,"['formal', 'fall', 'orange', 'dress', 'mini dress']",mid,0.85,Uniqlo,100.79451627335936,2020
822,822,Forever 21 Heels 822,Footwear,Heels,Heels,Women,Brown,All,Formal,https://images.pexels.com/photos/1000821/pexels-photo-1000821.jpeg?auto=compress&cs=tinysrgb&w=400,"['formal', 'brown', 'all', 'footwear', 'heels']",high,0.72,Forever 21,195.60242691855163,2021
823,823,Mango Jewelry 823,Accessories,Jewelry,Jewelry,Men,Maroon,Fall,Travel,https://images.pexels.com/photos/1000822/pexels-photo-1000822.jpeg?auto=compress&cs=tinysrgb&w=400,"['accessories', 'jewelry', 'travel', 'fall', 'maroon']",high,0.46,Mango,175.14281344762804,2024
824,824,Levi's Maxi Dress 824,Dress,Maxi Dress,Maxi Dress,Men,Green,Fall,Work,https://images.pexels.com/photos/1000823/pexels-photo-1000823.jpeg?auto=compress&cs=tinysrgb&w=400,"['green', 'fall', 'cool', 'work', 'maxi dress', 'dress']",mid,0.6,Levi's,142.6447378710029,2021
825,825,Gap Bags 825,Accessories,Bags,Bags,Unisex,White,Spring,Party,https://images.pexels.com/photos/1000824/pexels-photo-1000824.jpeg?auto=compress&cs=tinysrgb&w=400,"['light', 'accessories', 'neutral', 'bags', 'party', 'white', 'spring']",high,0.51,Gap,184.91135957318227,2024
826,826,Tommy Hilfiger Casual Dress 826,Dress,Casual Dress,Casual Dress,Men,Brown,Spring,Sports,https://images.pexels.com/photos/1000825/pexels-photo-1000825.jpeg?auto=compress&cs=tinysrgb&w=400,"['brown', 'casual dress', 'dress', 'sports', 'spring']",low,0.6,Tommy Hilfiger,32.89537315081897,2021
827,827,Calvin Klein Tank Tops 827,Topwear,Tank Tops,Tank Tops,Unisex,Blue,Summer,Sports,https://images.pexels.com/photos/1000826/pexels-photo-1000826.jpeg?auto=compress&cs=tinysrgb&w=400,"['blue', 'cool', 'topwear', 'sports', 'summer', 'tank tops']",mid,0.6,Calvin Klein,86.28426797851836,2023
828,828,Puma Mini Dress 828,Dress,Mini Dress,Mini Dress,Unisex,Teal,Winter,Travel,https://images.pexels.com/photos/1000827/pexels-photo-1000827.jpeg?auto=compress&cs=tinysrgb&w=400,"['teal', 'travel', 'dress', 'winter', 'mini dress']",mid,0.52,Puma,65.54849078321377,2021
829,829,H&M Shapewear 829,Innerwear,Shapewear,Shapewear,Women,White,Winter,Work,https://images.pexels.com/photos/1000828/pexels-photo-1000828.jpeg?auto=compress&cs=tinysrgb&w=400,"['light', 'neutral', 'shapewear', 'innerwear', 'work', 'winter', 'white']",mid,0.94,H&M,71.68191936987371,2021
830,830,Zara Casual Dress 830,Dress,Casual Dress,Casual Dress,Women,Black,Spring,Party,https://images.pexels.com/photos/1000829/pexels-photo-1000829.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'neutral', 'black', 'casual dress', 'dress', 'party', 'spring']",high,0.88,Zara,181.9305246119866,2024
831,831,Nike Jeans 831,Bottomwear,Jeans,Jeans,Men,Teal,Fall,Sports,https://images.pexels.com/photos/1000830/pexels-photo-1000830.jpeg?auto=compress&cs=tinysrgb&w=400,"['teal', 'bottomwear', 'fall', 'jeans', 'sports']",high,0.7,Nike,161.51002027166376,2021
832,832,Adidas Casual Dress 832,Dress,Casual Dress,Casual Dress,Unisex,Green,Spring,Casual,https://images.pexels.com/photos/1000831/pexels-photo-1000831.jpeg?auto=compress&cs=tinysrgb&w=400,"['green', 'casual', 'cool', 'casual dress', 'dress', 'spring']",high,0.92,Adidas,163.27989516709914,2021
833,833,Uniqlo Camisoles 833,Innerwear,Camisoles,Camisoles,Unisex,Navy,All,Casual,https://images.pexels.com/photos/1000832/pexels-photo-1000832.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'blue', 'innerwear', 'camisoles', 'casual', 'navy', 'all']",mid,1.0,Uniqlo,135.33067307929866,2024
834,834,Forever 21 Nightgowns 834,Loungewear,Nightgowns,Nightgowns,Women,Black,All,Travel,https://images.pexels.com/photos/1000833/pexels-photo-1000833.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'neutral', 'travel', 'black', 'all', 'loungewear', 'nightgowns']",high,0.53,Forever 21,189.68405848605136,2021
835,835,Mango Camisoles 835,Innerwear,Camisoles,Camisoles,Women,Beige,Summer,Travel,https://images.pexels.com/photos/1000834/pexels-photo-1000834.jpeg?auto=compress&cs=tinysrgb&w=400,"['travel', 'innerwear', 'camisoles', 'summer', 'beige']",mid,0.6,Mango,143.43029218883322,2023
836,836,Levi's Robes 836,Loungewear,Robes,Robes,Men,Pink,Fall,Sports,https://images.pexels.com/photos/1000835/pexels-photo-1000835.jpeg?auto=compress&cs=tinysrgb&w=400,"['feminine', 'pink', 'fall', 'warm', 'robes', 'sports', 'loungewear']",mid,0.56,Levi's,127.13334264584992,2021
837,837,Gap Sunglasses 837,Accessories,Sunglasses,Sunglasses,Women,Orange,Winter,Casual,https://images.pexels.com/photos/1000836/pexels-photo-1000836.jpeg?auto=compress&cs=tinysrgb&w=400,"['accessories', 'sunglasses', 'casual', 'orange', 'winter']",mid,0.68,Gap,117.02725056622671,2024
838,838,Tommy Hilfiger Culottes 838,Bottomwear,Culottes,Culottes,Women,Grey,Spring,Work,https://images.pexels.com/photos/1000837/pexels-photo-1000837.jpeg?auto=compress&cs=tinysrgb&w=400,"['neutral', 'grey', 'bottomwear', 'work', 'culottes', 'spring']",mid,0.81,Tommy Hilfiger,59.802468554469925,2023
839,839,Calvin Klein Maxi Dress 839,Dress,Maxi Dress,Maxi Dress,Women,Brown,Spring,Casual,https://images.pexels.com/photos/1000838/pexels-photo-1000838.jpeg?auto=compress&cs=tinysrgb&w=400,"['casual', 'brown', 'maxi dress', 'dress', 'spring']",mid,0.78,Calvin Klein,108.56437842862638,2024
840,840,Puma Casual Dress 840,Dress,Casual Dress,Casual Dress,Men,Beige,Winter,Travel,https://images.pexels.com/photos/1000839/pexels-photo-1000839.jpeg?auto=compress&cs=tinysrgb&w=400,"['travel', 'casual dress', 'dress', 'winter', 'beige']",mid,0.42,Puma,107.9119736931543,2024
841,841,H&M Pajamas 841,Loungewear,Pajamas,Pajamas,Men,Grey,Spring,Work,https://images.pexels.com/photos/1000840/pexels-photo-1000840.jpeg?auto=compress&cs=tinysrgb&w=400,"['neutral', 'grey', 'pajamas', 'work', 'spring', 'loungewear']",mid,0.86,H&M,59.002195486812134,2022
842,842,Zara Nightgowns 842,Loungewear,Nightgowns,Nightgowns,Unisex,Navy,Fall,Formal,https://images.pexels.com/photos/1000841/pexels-photo-1000841.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'formal', 'blue', 'fall', 'navy', 'loungewear', 'nightgowns']",high,0.85,Zara,178.21177240427485,2024
843,843,Nike Jackets 843,Topwear,Jackets,Jackets,Women,Brown,Fall,Casual,https://images.pexels.com/photos/1000842/pexels-photo-1000842.jpeg?auto=compress&cs=tinysrgb&w=400,"['jackets', 'fall', 'casual', 'topwear', 'brown']",mid,0.86,Nike,130.28881256739757,2023
844,844,Adidas Formal Shoes 844,Footwear,Formal Shoes,Formal Shoes,Men,Maroon,Fall,Work,https://images.pexels.com/photos/1000843/pexels-photo-1000843.jpeg?auto=compress&cs=tinysrgb&w=400,"['fall', 'formal shoes', 'work', 'footwear', 'maroon']",high,0.9,Adidas,164.7577516237967,2024
845,845,Uniqlo Casual Dress 845,Dress,Casual Dress,Casual Dress,Unisex,Navy,Winter,Ethnic,https://images.pexels.com/photos/1000844/pexels-photo-1000844.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'blue', 'navy', 'casual dress', 'dress', 'winter', 'ethnic']",low,0.62,Uniqlo,47.693478727642834,2023
846,846,Forever 21 Maxi Dress 846,Dress,Maxi Dress,Maxi Dress,Unisex,Red,Spring,Work,https://images.pexels.com/photos/1000845/pexels-photo-1000845.jpeg?auto=compress&cs=tinysrgb&w=400,"['bright', 'warm', 'red', 'work', 'maxi dress', 'dress', 'spring']",high,0.78,Forever 21,156.87276316757084,2020
847,847,Mango Briefs 847,Innerwear,Briefs,Briefs,Men,Teal,Summer,Travel,https://images.pexels.com/photos/1000846/pexels-photo-1000846.jpeg?auto=compress&cs=tinysrgb&w=400,"['teal', 'travel', 'innerwear', 'briefs', 'summer']",high,0.58,Mango,197.8667522828281,2022
848,848,Levi's A-Line Dress 848,Dress,A-Line Dress,A-Line Dress,Women,Teal,Spring,Work,https://images.pexels.com/photos/1000847/pexels-photo-1000847.jpeg?auto=compress&cs=tinysrgb&w=400,"['teal', 'a-line dress', 'work', 'dress', 'spring']",low,0.68,Levi's,42.04586053984206,2021
849,849,Gap Watches 849,Accessories,Watches,Watches,Women,Grey,Summer,Casual,https://images.pexels.com/photos/1000848/pexels-photo-1000848.jpeg?auto=compress&cs=tinysrgb&w=400,"['accessories', 'neutral', 'grey', 'casual', 'watches', 'summer']",mid,0.71,Gap,86.28836793212528,2020
850,850,Tommy Hilfiger Boots 850,Footwear,Boots,Boots,Men,Beige,All,Formal,https://images.pexels.com/photos/1000849/pexels-photo-1000849.jpeg?auto=compress&cs=tinysrgb&w=400,"['formal', 'boots', 'all', 'footwear', 'beige']",low,0.75,Tommy Hilfiger,37.73922542975307,2023
851,851,Calvin Klein Formal Shoes 851,Footwear,Formal Shoes,Formal Shoes,Men,Blue,Summer,Ethnic,https://images.pexels.com/photos/1000850/pexels-photo-1000850.jpeg?auto=compress&cs=tinysrgb&w=400,"['blue', 'cool', 'formal shoes', 'footwear', 'summer', 'ethnic']",mid,0.53,Calvin Klein,111.93580559347413,2023
852,852,Puma Culottes 852,Bottomwear,Culottes,Culottes,Women,Purple,Summer,Casual,https://images.pexels.com/photos/1000851/pexels-photo-1000851.jpeg?auto=compress&cs=tinysrgb&w=400,"['purple', 'bottomwear', 'casual', 'cool', 'culottes', 'summer']",high,0.73,Puma,155.9425393339508,2020
853,853,H&M Mini Dress 853,Dress,Mini Dress,Mini Dress,Women,Brown,All,Casual,https://images.pexels.com/photos/1000852/pexels-photo-1000852.jpeg?auto=compress&cs=tinysrgb&w=400,"['casual', 'brown', 'all', 'dress', 'mini dress']",mid,1.0,H&M,108.31277650197495,2020
854,854,Zara Trousers 854,Bottomwear,Trousers,Trousers,Women,Purple,Spring,Travel,https://images.pexels.com/photos/1000853/pexels-photo-1000853.jpeg?auto=compress&cs=tinysrgb&w=400,"['purple', 'travel', 'bottomwear', 'trousers', 'cool', 'spring']",mid,0.84,Zara,116.68559879208675,2024
855,855,Nike Camisoles 855,Innerwear,Camisoles,Camisoles,Women,Grey,Summer,Ethnic,https://images.pexels.com/photos/1000854/pexels-photo-1000854.jpeg?auto=compress&cs=tinysrgb&w=400,"['neutral', 'grey', 'innerwear', 'camisoles', 'summer', 'ethnic']",mid,0.74,Nike,91.39054915826209,2022
856,856,Adidas Nightgowns 856,Loungewear,Nightgowns,Nightgowns,Women,Green,All,Work,https://images.pexels.com/photos/1000855/pexels-photo-1000855.jpeg?auto=compress&cs=tinysrgb&w=400,"['green', 'cool', 'work', 'all', 'loungewear', 'nightgowns']",mid,0.89,Adidas,90.98259069722984,2024
857,857,Uniqlo Sweaters 857,Topwear,Sweaters,Sweaters,Women,Brown,Winter,Party,https://images.pexels.com/photos/1000856/pexels-photo-1000856.jpeg?auto=compress&cs=tinysrgb&w=400,"['topwear', 'brown', 'sweaters', 'party', 'winter']",mid,0.6,Uniqlo,139.207074449845,2022
858,858,Forever 21 Camisoles 858,Innerwear,Camisoles,Camisoles,Unisex,Maroon,Winter,Casual,https://images.pexels.com/photos/1000857/pexels-photo-1000857.jpeg?auto=compress&cs=tinysrgb&w=400,"['innerwear', 'camisoles', 'casual', 'winter', 'maroon']",mid,0.61,Forever 21,148.98598659660107,2023
859,859,Mango Nightgowns 859,Loungewear,Nightgowns,Nightgowns,Men,Beige,Summer,Ethnic,https://images.pexels.com/photos/1000858/pexels-photo-1000858.jpeg?auto=compress&cs=tinysrgb&w=400,"['nightgowns', 'loungewear', 'summer', 'beige', 'ethnic']",mid,0.52,Mango,52.858932016772414,2024
860,860,Levi's Shapewear 860,Innerwear,Shapewear,Shapewear,Unisex,Red,Spring,Travel,https://images.pexels.com/photos/1000859/pexels-photo-1000859.jpeg?auto=compress&cs=tinysrgb&w=400,"['bright', 'travel', 'shapewear', 'innerwear', 'warm', 'red', 'spring']",mid,0.54,Levi's,60.40250931697003,2024
